,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,text,contains_image,contains_table,extracted_text,class
99,99,99,99,"<<START_SECTION>>Immune-mediated pneumonitis/interstitial lung disease,* including fatal cases, occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). <<END_SECTION>>",0,0,"Immune-mediated pneumonitis/interstitial lung disease,* including fatal cases, occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). ",2.0
100,100,100,100,"<<START_SECTION>>Pneumonitis is frequently observed in patients receiving radiation therapy to the lung and the clinical presentation of pneumonitis and radiation pneumonitis is very similar. In the PACIFIC Study, in patients who had completed treatment with at least 2 cycles of concurrent chemoradiation within 1 to 42 days prior to initiation of the trial, pneumonitis or radiation pneumonitis occurred in 161 (33.9%) patients in the IMFINZI-treated group and 58 (24.8%) in the placebo group, including Grade 3 (3.4% vs 3.0%) and Grade 5 (1.1% vs 1.7%). See also Section 4.8 Adverse effects.  <<END_SECTION>>",0,0,"Pneumonitis is frequently observed in patients receiving radiation therapy to the lung and the clinical presentation of pneumonitis and radiation pneumonitis is very similar. In the PACIFIC Study, in patients who had completed treatment with at least 2 cycles of concurrent chemoradiation within 1 to 42 days prior to initiation of the trial, pneumonitis or radiation pneumonitis occurred in 161 (33.9%) patients in the IMFINZI-treated group and 58 (24.8%) in the placebo group, including Grade 3 (3.4% vs 3.0%) and Grade 5 (1.1% vs 1.7%). See also Section 4.8 Adverse effects.  ",2.0
101,101,101,101,"<<START_SECTION>>Patients should be monitored for signs and symptoms of pneumonitis. Suspected pneumonitis should be confirmed with radiographic imaging and other infectious and disease-related aetiologies excluded, and managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). <<END_SECTION>> ",0,0,"Patients should be monitored for signs and symptoms of pneumonitis. Suspected pneumonitis should be confirmed with radiographic imaging and other infectious and disease-related aetiologies excluded, and managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). ",2.0
102,102,102,102,,0,0,,
103,103,103,103,<<START_SUBHEADING>>Immune-mediated hepatitis<<END_SUBHEADING>> ,0,0,Immune-mediated hepatitis,1.0
104,104,104,104,"<<START_SECTION>>Immune-mediated hepatitis,* including a fatal case, occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Patients should be monitored for abnormal liver tests prior to each infusion, and as indicated based on clinical evaluation during and after discontinuation of treatment with durvalumab. Immune-mediated hepatitis should be managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). <<END_SECTION>> ",0,0,"Immune-mediated hepatitis,* including a fatal case, occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Patients should be monitored for abnormal liver tests prior to each infusion, and as indicated based on clinical evaluation during and after discontinuation of treatment with durvalumab. Immune-mediated hepatitis should be managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). ",2.0
105,105,105,105,,0,0,,
106,106,106,106,<<START_SUBHEADING>>Immune-mediated colitis<<END_SUBHEADING>> ,0,0,Immune-mediated colitis,1.0
107,107,107,107,<<START_SECTION>>Immune-mediated colitis* occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Patients should be monitored for signs and symptoms of colitis (including diarrhoea) and managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). <<END_SECTION>> ,0,0,Immune-mediated colitis* occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Patients should be monitored for signs and symptoms of colitis (including diarrhoea) and managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). ,2.0
108,108,108,108,,0,0,,
109,109,109,109,<<START_SUBHEADING>>Immune-mediated endocrinopathies<<END_SUBHEADING>> ,0,0,Immune-mediated endocrinopathies,1.0
110,110,110,110,<<START_SUBHEADING>>Immune-mediated hypothyroidism/hyperthyroidism/thyroiditis<<END_SUBHEADING>> ,0,0,Immune-mediated hypothyroidism/hyperthyroidism/thyroiditis,1.0
111,111,111,111,"<<START_SECTION>>Immune-mediated hypothyroidism, hyperthyroidism or thyroiditis have occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Patients should be monitored for abnormal thyroid function tests prior to and periodically during treatment and managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). <<END_SECTION>> ",0,0,"Immune-mediated hypothyroidism, hyperthyroidism or thyroiditis have occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Patients should be monitored for abnormal thyroid function tests prior to and periodically during treatment and managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). ",2.0
112,112,112,112,,0,0,,
113,113,113,113,<<START_SUBHEADING>>Immune-mediated adrenal insufficiency<<END_SUBHEADING>> ,0,0,Immune-mediated adrenal insufficiency,1.0
114,114,114,114,"<<START_SECTION>>Immune-mediated adrenal insufficiency occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Patients should be monitored for clinical signs and symptoms of adrenal insufficiency. For symptomatic adrenal insufficiency, patients should be managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). <<END_SECTION>> ",0,0,"Immune-mediated adrenal insufficiency occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Patients should be monitored for clinical signs and symptoms of adrenal insufficiency. For symptomatic adrenal insufficiency, patients should be managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). ",2.0
115,115,115,115,,0,0,,
116,116,116,116,<<START_SUBHEADING>>Immune-mediated type 1 diabetes mellitus<<END_SUBHEADING>> ,0,0,Immune-mediated type 1 diabetes mellitus,1.0
117,117,117,117,"<<START_SECTION>>Immune-mediated type 1 diabetes mellitus, which can present with diabetic ketoacidosis, occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Patients should be monitored for clinical signs and symptoms of type 1 diabetes mellitus. For symptomatic type 1 diabetes mellitus, patients should be managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). <<END_SECTION>> ",0,0,"Immune-mediated type 1 diabetes mellitus, which can present with diabetic ketoacidosis, occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Patients should be monitored for clinical signs and symptoms of type 1 diabetes mellitus. For symptomatic type 1 diabetes mellitus, patients should be managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). ",2.0
118,118,118,118,,0,0,,
119,119,119,119,<<START_SUBHEADING>>Immune-mediated hypophysitis/hypopituitarism<<END_SUBHEADING>> ,0,0,Immune-mediated hypophysitis/hypopituitarism,1.0
120,120,120,120,"<<START_SECTION>>Immune-mediated hypophysitis/hypopituitarism occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Patients should be monitored for clinical signs and symptoms of hypophysitis or hypopituitarism. For symptomatic hypophysitis or hypopituitarism, patients should be managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). <<END_SECTION>> ",0,0,"Immune-mediated hypophysitis/hypopituitarism occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Patients should be monitored for clinical signs and symptoms of hypophysitis or hypopituitarism. For symptomatic hypophysitis or hypopituitarism, patients should be managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). ",2.0
121,121,121,121,,0,0,,
122,122,122,122,<<START_SUBHEADING>>Immune-mediated nephritis<<END_SUBHEADING>> ,0,0,Immune-mediated nephritis,1.0
123,123,123,123,<<START_SECTION>>Immune-mediated nephritis* occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Patients should be monitored for abnormal renal function tests prior to and periodically during treatment with durvalumab and managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). <<END_SECTION>> ,0,0,Immune-mediated nephritis* occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Patients should be monitored for abnormal renal function tests prior to and periodically during treatment with durvalumab and managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). ,2.0
124,124,124,124,,0,0,,
125,125,125,125,<<START_SUBHEADING>>Immune-mediated dermatological adverse reactions<<END_SUBHEADING>> ,0,0,Immune-mediated dermatological adverse reactions,1.0
126,126,126,126,<<START_SECTION>>Immune-mediated dermatitis (including pemphigoid)* occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Bullous dermatitis and Stevens-Johnson Syndrome (SJS)/toxic epidermal necrolysis (TEN) have occurred with other products in this class. Patients should be monitored for signs and symptoms dermatitis (including rash) and managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). <<END_SECTION>> ,0,0,Immune-mediated dermatitis (including pemphigoid)* occurred in patients receiving durvalumab in clinical trials (see Section 4.8 Adverse effects). Bullous dermatitis and Stevens-Johnson Syndrome (SJS)/toxic epidermal necrolysis (TEN) have occurred with other products in this class. Patients should be monitored for signs and symptoms dermatitis (including rash) and managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). ,2.0
127,127,127,127,,0,0,,
128,128,128,128,<<START_SUBHEADING>>Other immune mediated adverse reactions<<END_SUBHEADING>> ,0,0,Other immune mediated adverse reactions,1.0
129,129,129,129,"<<START_SECTION>>Given the mechanism of action of durvalumab, other immune-mediated adverse reactions may occur. Other immune mediated adverse reactions are: aseptic meningitis, haemolytic anaemia, immune thrombocytopenia, myasthenia gravis, myocarditis, myositis, polymyositis and ocular inflammatory toxicity, including uveitis and keratitis.  Patients should be monitored for signs and symptoms of immune-mediated adverse reactions and managed as recommended in Table 2 (see Section 4.2 Dose and method of administration).  <<END_SECTION>>",0,0,"Given the mechanism of action of durvalumab, other immune-mediated adverse reactions may occur. Other immune mediated adverse reactions are: aseptic meningitis, haemolytic anaemia, immune thrombocytopenia, myasthenia gravis, myocarditis, myositis, polymyositis and ocular inflammatory toxicity, including uveitis and keratitis.  Patients should be monitored for signs and symptoms of immune-mediated adverse reactions and managed as recommended in Table 2 (see Section 4.2 Dose and method of administration).  ",2.0
130,130,130,130,"<<START_SECTION>>Also see Section 4.8 Adverse effects, immune-mediated neurological adverse events in ongoing and completed trials. <<END_SECTION>> ",0,0,"Also see Section 4.8 Adverse effects, immune-mediated neurological adverse events in ongoing and completed trials. ",2.0
131,131,131,131,,0,0,,
132,132,132,132,<<START_SUBHEADING>>Infusion-related reactions<<END_SUBHEADING>> ,0,0,Infusion-related reactions,1.0
133,133,133,133,<<START_SECTION>>Patients should be monitored for signs and symptoms of infusion-related reactions and managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). Severe infusion related reactions have been reported in patients receiving durvalumab (see Section 4.8 Adverse effects). <<END_SECTION>> ,0,0,Patients should be monitored for signs and symptoms of infusion-related reactions and managed as recommended in Table 2 (see Section 4.2 Dose and method of administration). Severe infusion related reactions have been reported in patients receiving durvalumab (see Section 4.8 Adverse effects). ,2.0
134,134,134,134,,0,0,,
135,135,135,135,<<START_SUBHEADING>>Efficacy in patients with PD-L1 expression <1%<<END_SUBHEADING>> ,0,0,Efficacy in patients with PD-L1 expression <1%,1.0
136,136,136,136,"<<START_SECTION>>Post-hoc analyses suggest efficacy may be different for patients with PD-L1 <1%. Before initiating treatment, physicians are advised to carefully evaluate the individual patient and tumour characteristics, taking into consideration the observed benefits and the side effects of durvalumab (see sections 4.8 Adverse effects and 5.1 Pharmacological properties). <<END_SECTION>> ",0,0,"Post-hoc analyses suggest efficacy may be different for patients with PD-L1 <1%. Before initiating treatment, physicians are advised to carefully evaluate the individual patient and tumour characteristics, taking into consideration the observed benefits and the side effects of durvalumab (see sections 4.8 Adverse effects and 5.1 Pharmacological properties). ",2.0
137,137,137,137,,0,0,,
138,138,138,138,<<START_SUBHEADING>>Use in the elderly<<END_SUBHEADING>> ,0,0,Use in the elderly,1.0
139,139,139,139,<<START_SECTION>>No overall differences in safety were observed between patients treated with IMFINZI who were ≥ 65 years of age compared to younger patients in the PACIFIC study (NSCLC). Data from NSCLC patients 75 years of age or older are limited. <<END_SECTION>>,0,0,No overall differences in safety were observed between patients treated with IMFINZI who were ≥ 65 years of age compared to younger patients in the PACIFIC study (NSCLC). Data from NSCLC patients 75 years of age or older are limited. ,2.0
140,140,140,140,"<<START_SECTION>>Of the 265 patients with ES-SCLC treated with IMFINZI in combination with chemotherapy, 101 (38%) patients were 65 years or older. There were no overall clinically meaningful differences in safety or effectiveness between patients ≥ 65 years of age and younger patients. <<END_SECTION>>",0,0,"Of the 265 patients with ES-SCLC treated with IMFINZI in combination with chemotherapy, 101 (38%) patients were 65 years or older. There were no overall clinically meaningful differences in safety or effectiveness between patients ≥ 65 years of age and younger patients. ",2.0
141,141,141,141,<<START_SECTION>><<END_SECTION>> ,0,0,,2.0
142,142,142,142,,0,0,,
143,143,143,143,<<START_SUBHEADING>>Paediatric use<<END_SUBHEADING>> ,0,0,Paediatric use,1.0
144,144,144,144,<<START_SECTION>>The safety and efficacy of durvalumab have not been established in patients younger than 18 years of age. <<END_SECTION>> ,0,0,The safety and efficacy of durvalumab have not been established in patients younger than 18 years of age. ,2.0
145,145,145,145,,0,0,,
146,146,146,146,<<START_SUBHEADING>>4.5 	Interactions with other medicines and other forms of interactions<<END_SUBHEADING>> ,0,0,4.5 	Interactions with other medicines and other forms of interactions,1.0
147,147,147,147,"<<START_SECTION>>Durvalumab is an immunoglobulin. The primary elimination pathways of durvalumab are protein catabolism via reticuloendothelial system or target mediated disposition, therefore no formal pharmacokinetic (PK) drug-drug interaction studies have been conducted since no metabolic drugdrug interactions are expected. PK drug-drug interaction between durvalumab and etoposide, and carboplatin or cisplatin was assessed in the CASPIAN study and no clinically meaningful PK drugdrug interaction between durvalumab and the chemotherapy was identified. <<END_SECTION>> ",0,0,"Durvalumab is an immunoglobulin. The primary elimination pathways of durvalumab are protein catabolism via reticuloendothelial system or target mediated disposition, therefore no formal pharmacokinetic (PK) drug-drug interaction studies have been conducted since no metabolic drugdrug interactions are expected. PK drug-drug interaction between durvalumab and etoposide, and carboplatin or cisplatin was assessed in the CASPIAN study and no clinically meaningful PK drugdrug interaction between durvalumab and the chemotherapy was identified. ",2.0
148,148,148,148,,0,0,,
149,149,149,149,"<<START_SUBHEADING>>	4.6 	Fertility, pregnancy and lactation<<END_SUBHEADING>> ",0,0,"	4.6 	Fertility, pregnancy and lactation",1.0
150,150,150,150,<<START_SUBHEADING>>Effects on fertility<<END_SUBHEADING>> ,0,0,Effects on fertility,1.0
151,151,151,151,"<<START_SECTION>>There are no data on the effects of durvalumab on fertility in humans. In repeat-dose toxicology studies of durvalumab up to 3 months duration in sexually mature cynomolgus monkeys, there were no notable effects on the male and female reproductive organs. These animals received weekly doses of durvalumab yielding 11 times the clinical exposure (based on AUC) at the clinical dose of 1500 mg every 3 weeks and 23 times at the clinical dose of 10 mg/kg every 2 weeks. <<END_SECTION>> ",0,0,"There are no data on the effects of durvalumab on fertility in humans. In repeat-dose toxicology studies of durvalumab up to 3 months duration in sexually mature cynomolgus monkeys, there were no notable effects on the male and female reproductive organs. These animals received weekly doses of durvalumab yielding 11 times the clinical exposure (based on AUC) at the clinical dose of 1500 mg every 3 weeks and 23 times at the clinical dose of 10 mg/kg every 2 weeks. ",2.0
152,152,152,152,,0,0,,
153,153,153,153,<<START_SUBHEADING>>Use in pregnancy – Category D<<END_SUBHEADING>> ,0,0,Use in pregnancy – Category D,1.0
154,154,154,154,"<<START_SECTION>>There are no data on the use of durvalumab in pregnant women. Based on its mechanism of action, durvalumab has the potential to impact maintenance of pregnancy and may cause foetal harm when administered to a pregnant woman. Human IgG1 is known to cross the placental barrier; therefore, durvalumab has the potential to be transmitted from the mother to the developing foetus. Durvalumab use is not recommended during pregnancy. Women of childbearing potential should use effective contraception during treatment and for at least 3 months after the last dose. <<END_SECTION>> ",0,0,"There are no data on the use of durvalumab in pregnant women. Based on its mechanism of action, durvalumab has the potential to impact maintenance of pregnancy and may cause foetal harm when administered to a pregnant woman. Human IgG1 is known to cross the placental barrier; therefore, durvalumab has the potential to be transmitted from the mother to the developing foetus. Durvalumab use is not recommended during pregnancy. Women of childbearing potential should use effective contraception during treatment and for at least 3 months after the last dose. ",2.0
155,155,155,155,,0,0,,
156,156,156,156,<<START_SUBHEADING>>Animal data<<END_SUBHEADING>> ,0,0,Animal data,1.0
157,157,157,157,"<<START_SECTION>>As reported in the literature, the PD-1/PD-L1 pathway plays a central role in preserving pregnancy by maintaining maternal immune tolerance to the foetus. In mouse allogeneic pregnancy models, disruption of PD-L1 signalling was shown to result in an increase in foetal loss. The effects of durvalumab on prenatal and postnatal development were evaluated in reproduction studies in cynomolgus monkeys. Durvalumab was administered from the confirmation of pregnancy through delivery at exposure levels approximately 3 to 11 times the clinical exposure (based on AUC) at the clinical dose of 1500 mg every 3 weeks and 6 to 20 times at the clinical dose of 10 mg/kg every 2 weeks. Administration of durvalumab resulted in premature delivery, foetal loss (abortion and stillbirth) and increase in neonatal deaths compared to concurrent controls. Durvalumab was detected in infant serum on postpartum Day 1, indicating the presence of placental transfer of durvalumab. Based on its mechanism of action, foetal exposure to durvalumab may increase the risk of developing immune-mediated disorders or altering the normal immune response and immunemediated disorders have been reported in PD-1 knockout mice. <<END_SECTION>> ",0,0,"As reported in the literature, the PD-1/PD-L1 pathway plays a central role in preserving pregnancy by maintaining maternal immune tolerance to the foetus. In mouse allogeneic pregnancy models, disruption of PD-L1 signalling was shown to result in an increase in foetal loss. The effects of durvalumab on prenatal and postnatal development were evaluated in reproduction studies in cynomolgus monkeys. Durvalumab was administered from the confirmation of pregnancy through delivery at exposure levels approximately 3 to 11 times the clinical exposure (based on AUC) at the clinical dose of 1500 mg every 3 weeks and 6 to 20 times at the clinical dose of 10 mg/kg every 2 weeks. Administration of durvalumab resulted in premature delivery, foetal loss (abortion and stillbirth) and increase in neonatal deaths compared to concurrent controls. Durvalumab was detected in infant serum on postpartum Day 1, indicating the presence of placental transfer of durvalumab. Based on its mechanism of action, foetal exposure to durvalumab may increase the risk of developing immune-mediated disorders or altering the normal immune response and immunemediated disorders have been reported in PD-1 knockout mice. ",2.0
158,158,158,158,,0,0,,
159,159,159,159,<<START_SUBHEADING>>Use in lactation<<END_SUBHEADING>> ,0,0,Use in lactation,1.0
160,160,160,160,"<<START_SECTION>>There is no information regarding the presence of durvalumab in human milk, the absorption and effects on the breast-fed infant, or the effects on milk production.  Human IgG is excreted in human milk. In animal reproduction studies, administration of durvalumab to pregnant cynomolgus monkeys was associated with dose-related low-level excretion of durvalumab in breast milk and was associated with premature neonatal death compared to concurrent controls. Because of the potential for adverse reactions in breastfed infants from durvalumab, lactating women should be advised not to breast-feed during treatment and for at least 3 months after the last dose. <<END_SECTION>> ",0,0,"There is no information regarding the presence of durvalumab in human milk, the absorption and effects on the breast-fed infant, or the effects on milk production.  Human IgG is excreted in human milk. In animal reproduction studies, administration of durvalumab to pregnant cynomolgus monkeys was associated with dose-related low-level excretion of durvalumab in breast milk and was associated with premature neonatal death compared to concurrent controls. Because of the potential for adverse reactions in breastfed infants from durvalumab, lactating women should be advised not to breast-feed during treatment and for at least 3 months after the last dose. ",2.0
161,161,161,161,,0,0,,
162,162,162,162,<<START_SUBHEADING>>	4.7 	Effects on ability to drive and use machines<<END_SUBHEADING>> ,0,0,	4.7 	Effects on ability to drive and use machines,1.0
163,163,163,163,"<<START_SECTION>>Based on its pharmacodynamic properties, durvalumab is unlikely to affect the ability to drive and use machines. However, if patients experience adverse reactions affecting their ability to concentrate and react, they should be advised to use caution when driving or operating machinery. <<END_SECTION>> ",0,0,"Based on its pharmacodynamic properties, durvalumab is unlikely to affect the ability to drive and use machines. However, if patients experience adverse reactions affecting their ability to concentrate and react, they should be advised to use caution when driving or operating machinery. ",2.0
164,164,164,164,,0,0,,
165,165,165,165,<<START_SUBHEADING>>	4.8 	Adverse effects (undesirable effects) <<END_SUBHEADING>> ,0,0,	4.8 	Adverse effects (undesirable effects) ,1.0
166,166,166,166,<<START_SUBHEADING>>Overall summary of adverse drug reactions<<END_SUBHEADING>> ,0,0,Overall summary of adverse drug reactions,1.0
167,167,167,167,"<<START_SECTION>>The safety of IMFINZI as monotherapy is based on pooled data in 3006 patients from 9 studies across multiple tumour types. IMFINZI was administered at a dose of 10 mg/kg every 2 weeks or 20 mg/kg every 4 weeks. The most frequent (>10%) adverse reactions were cough/productive cough (21.5%), diarrhoea (16.3%), rash (16.0%), pyrexia (13.8%), upper respiratory tract infections (13.5%), abdominal pain (12.7%), pruritus (10.8%) and hypothyroidism (10.1%). <<END_SECTION>> ",0,0,"The safety of IMFINZI as monotherapy is based on pooled data in 3006 patients from 9 studies across multiple tumour types. IMFINZI was administered at a dose of 10 mg/kg every 2 weeks or 20 mg/kg every 4 weeks. The most frequent (>10%) adverse reactions were cough/productive cough (21.5%), diarrhoea (16.3%), rash (16.0%), pyrexia (13.8%), upper respiratory tract infections (13.5%), abdominal pain (12.7%), pruritus (10.8%) and hypothyroidism (10.1%). ",2.0
168,168,168,168,,0,0,,
169,169,169,169,<<START_SUBHEADING>>Tabulated list of adverse reactions<<END_SUBHEADING>> ,0,0,Tabulated list of adverse reactions,1.0
170,170,170,170,"<<START_SECTION>>Table 3 lists the incidence of adverse reactions in the monotherapy safety dataset. Adverse drug reactions are listed according to system organ class in MedDRA. Within each system organ class, the adverse drug reactions are presented in decreasing frequency. Within each frequency grouping, adverse drug reactions are presented in order of decreasing seriousness. In addition, the corresponding frequency category for each ADR is based on the CIOMS III convention and is defined as: very common (≥ 1/10); common (≥ 1/100 to < 1/10); uncommon (≥ 1/1,000 to < 1/100); rare (≥ 1/10,000 to < 1/1000); very rare (< 1/10,000); not determined (cannot be estimated from available data).  <<END_SECTION>>",0,0,"Table 3 lists the incidence of adverse reactions in the monotherapy safety dataset. Adverse drug reactions are listed according to system organ class in MedDRA. Within each system organ class, the adverse drug reactions are presented in decreasing frequency. Within each frequency grouping, adverse drug reactions are presented in order of decreasing seriousness. In addition, the corresponding frequency category for each ADR is based on the CIOMS III convention and is defined as: very common (≥ 1/10); common (≥ 1/100 to < 1/10); uncommon (≥ 1/1,000 to < 1/100); rare (≥ 1/10,000 to < 1/1000); very rare (< 1/10,000); not determined (cannot be estimated from available data).  ",2.0
171,171,171,171,<<START_SECTION>>	Table 3 	Adverse drug reactions in patients treated with IMFINZI monotherapy <<END_SECTION>>,0,0,	Table 3 	Adverse drug reactions in patients treated with IMFINZI monotherapy ,2.0
